Car,Location,Fuel,Transmission,Owner,ODO,Year,Age,Mileage,Engine,Power,Seats,CP,SP
Ford Figo 1.2P Titanium MT,Pune,Petrol,Manual,First,54000,2016,7,18.16,1196.0,86.8,5.0,0.0,5.0
Toyota Fortuner 3.0 Diesel,Chennai,Diesel,Manual,First,190000,2011,12,11.5,2982.0,171.0,7.0,0.0,13.0
Maruti Swift Dzire VXI,Hyderabad,Petrol,Manual,First,65097,2012,11,19.1,1197.0,85.8,5.0,0.0,4.7
BMW 7 Series 740Li,Coimbatore,Petrol,Automatic,First,28060,2018,5,12.05,2979.0,320.0,5.0,0.0,93.67
Skoda Superb 1.8 TSI MT,Pune,Petrol,Manual,First,282000,2012,11,13.14,1798.0,160.0,5.0,0.0,3.3
Maruti Wagon R LXI Minor,Jaipur,Petrol,Manual,Second,111000,2009,14,18.9,1061.0,67.0,5.0,0.0,1.51
Renault Duster 110PS Diesel RxZ,Kochi,Diesel,Manual,First,63295,2013,10,19.01,1461.0,108.45,5.0,0.0,6.09
Maruti Ciaz VXi Plus,Mumbai,Petrol,Manual,First,35770,2015,8,20.73,1373.0,91.1,5.0,0.0,5.95
Hyundai Elantra CRDi SX,Hyderabad,Diesel,Manual,First,125928,2012,11,22.7,1582.0,126.24,5.0,0.0,9.0
Skoda Rapid 1.5 TDI AT Elegance,Kolkata,Diesel,Automatic,First,45000,2015,8,21.66,1498.0,103.52,5.0,0.0,4.25
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,Diesel,Automatic,First,21000,2013,10,14.84,2143.0,170.0,5.0,0.0,23.5
Honda Accord 2.4 A/T,Mumbai,Petrol,Automatic,First,54774,2011,12,11.7,2354.0,177.6,5.0,0.0,6.35
Maruti Celerio VXI,Chennai,Petrol,Manual,First,41123,2014,9,23.1,998.0,67.04,5.0,0.0,3.4
BMW 7 Series 740Li,Bangalore,Petrol,Automatic,First,17465,2017,6,12.05,2979.0,320.0,5.0,0.0,93.0
BMW 3 Series 320d Sport,Chennai,Diesel,Automatic,First,48000,2014,9,22.69,1995.0,190.0,5.0,0.0,21.6
Volkswagen Vento Diesel Trendline,Chennai,Diesel,Manual,First,173000,2011,12,20.54,1598.0,103.6,5.0,0.0,4.0
Maruti Swift Dzire Tour LDI,Pune,Diesel,Manual,First,12000,2018,5,23.4,1248.0,74.0,5.0,0.0,5.5
Land Rover Freelander 2 SE,Mumbai,Diesel,Automatic,First,34000,2012,11,12.39,2179.0,147.51,5.0,0.0,19.25
Hyundai i20 1.4 CRDi Magna,Hyderabad,Diesel,Manual,First,71360,2012,11,21.9,1396.0,90.0,5.0,0.0,3.95
Maruti Dzire VDI,Mumbai,Diesel,Manual,Second,74000,2012,11,28.4,1248.0,73.75,5.0,8.94,4.25
Jeep Compass 2.0 Longitude,Kochi,Diesel,Manual,First,28937,2018,5,17.1,1956.0,170.0,5.0,21.38,17.02
Maruti Ertiga VDI,Hyderabad,Diesel,Manual,First,82085,2012,11,20.77,1248.0,88.76,7.0,0.0,6.5
Ford Figo Petrol ZXI,Bangalore,Petrol,Manual,First,68465,2011,12,15.6,1196.0,70.0,5.0,0.0,2.95
Toyota Corolla Altis 1.4 DG,Coimbatore,Diesel,Manual,First,63854,2013,10,21.43,1364.0,86.79,5.0,19.27,7.12
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,Diesel,Automatic,First,3000,2018,5,24.3,1248.0,88.5,5.0,12.88,11.25
Honda City 1.5 S MT,Delhi,Petrol,Manual,First,65055,2009,14,17.0,1497.0,118.0,5.0,0.0,2.75
Mahindra Scorpio S10 4WD,Hyderabad,Diesel,Manual,First,120000,2015,8,15.4,2179.0,120.0,7.0,0.0,12.0
Hyundai Xcent 1.2 VTVT SX,Mumbai,Petrol,Manual,First,64241,2014,9,20.14,1197.0,81.86,5.0,8.27,3.67
Mahindra Renault Logan 1.4 GLX Petrol,Pune,Petrol,Manual,First,2200,2008,15,15.7,1390.0,75.0,5.0,0.0,2.3
Skoda Octavia 1.9 TDI,Pune,Diesel,Manual,First,88123,2008,15,18.7,1896.0,66.0,5.0,0.0,2.2
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,Diesel,Automatic,First,79000,2014,9,12.0,2987.0,224.0,7.0,0.0,41.0
BMW X1 sDrive 20d xLine,Bangalore,Diesel,Automatic,First,28143,2016,7,20.68,1995.0,190.0,5.0,48.18,28.5
Volkswagen Vento 2013-2015 1.6 Comfortline,Mumbai,Petrol,Manual,First,23001,2015,8,15.04,1598.0,103.2,5.0,0.0,5.49
Audi A4 2.0 TDI,Ahmedabad,Diesel,Automatic,Second,82002,2013,10,16.55,1968.0,147.51,5.0,0.0,17.5
Ford Ikon 1.4 TDCi DuraTorq,Bangalore,Diesel,Manual,First,75000,2009,14,13.8,1399.0,68.0,5.0,0.0,1.99
Hyundai Verna 1.6 CRDi EX MT,Kochi,Diesel,Manual,First,37451,2016,7,22.32,1582.0,126.3,5.0,0.0,6.64
Toyota Innova Crysta 2.4 VX MT,Hyderabad,Diesel,Manual,First,67000,2017,6,13.68,2393.0,147.8,7.0,22.87,16.5
Hyundai Grand i10 Asta Option,Pune,Petrol,Manual,First,25000,2016,7,18.9,1197.0,82.0,5.0,0.0,5.0
Volkswagen Ameo 1.2 MPI Comfortline,Mumbai,Petrol,Manual,First,12000,2017,6,17.0,1198.0,73.75,5.0,0.0,5.4
Renault KWID RXT,Kolkata,Petrol,Manual,First,25000,2017,6,25.17,799.0,53.3,5.0,0.0,2.99
Honda City 1.5 S MT,Jaipur,Petrol,Manual,First,95936,2011,12,17.0,1497.0,118.0,5.0,0.0,4.1
Hyundai Grand i10 1.2 Kappa Magna AT,Kochi,Petrol,Automatic,First,5354,2018,5,18.9,1197.0,81.86,5.0,7.37,6.76
Volkswagen Polo 1.0 MPI Comfortline,Chennai,Petrol,Manual,Second,42000,2016,7,18.78,999.0,75.0,5.0,7.33,5.5
Maruti Swift VDI BSIV,Coimbatore,Diesel,Manual,First,44282,2014,9,25.2,1248.0,74.0,5.0,0.0,5.99
Nissan Sunny 2011-2014 Diesel XV,Delhi,Diesel,Manual,First,70000,2012,11,21.64,1461.0,84.8,5.0,0.0,2.59
Jaguar XF 2.2 Litre Luxury,Mumbai,Diesel,Automatic,First,31400,2013,10,16.36,2179.0,187.7,5.0,0.0,26.75
Maruti Ciaz ZDi SHVS,Pune,Diesel,Manual,First,50000,2016,7,28.09,1248.0,88.5,5.0,0.0,8.5
Audi Q5 2008-2012 2.0 TDI,Bangalore,Diesel,Automatic,First,53000,2011,12,12.8,1968.0,167.6,5.0,0.0,23.0
Ford Figo Petrol ZXI,Pune,Petrol,Manual,First,21727,2014,9,15.6,1196.0,70.02,5.0,0.0,3.35
Hyundai Santa Fe 4x4 AT,Bangalore,Diesel,Automatic,Second,43000,2012,11,11.72,2199.0,194.3,7.0,0.0,10.75
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Kolkata,Diesel,Manual,First,75000,2013,10,12.05,2179.0,120.0,8.0,0.0,6.29
Renault Duster 110PS Diesel RxL,Bangalore,Diesel,Manual,First,73557,2014,9,19.6,1461.0,108.45,5.0,0.0,7.75
Audi A4 New 2.0 TDI Multitronic,Delhi,Diesel,Automatic,First,44555,2012,11,15.2,1968.0,140.8,5.0,0.0,13.5
Maruti Eeco 7 Seater Standard,Coimbatore,Petrol,Manual,First,54885,2013,10,15.1,1196.0,73.0,7.0,4.98,3.75
Mahindra Xylo E4,Mumbai,Diesel,Manual,Second,76000,2011,12,14.0,2498.0,112.0,7.0,0.0,3.75
Maruti Wagon R LXI,Jaipur,Petrol,Manual,Second,101000,2006,17,18.9,998.0,67.1,5.0,0.0,1.5
Maruti Wagon R LXI BSIII,Chennai,Petrol,Manual,First,66000,2005,18,14.0,1061.0,64.0,5.0,0.0,1.45
Maruti SX4 ZXI MT BSIV,Coimbatore,Petrol,Manual,First,84360,2013,10,15.5,1586.0,103.3,5.0,0.0,4.12
Toyota Innova Crysta 2.4 VX MT,Mumbai,Diesel,Manual,First,25121,2016,7,13.68,2393.0,147.8,7.0,23.06,17.11
Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,Diesel,Manual,Second,100000,2015,8,12.99,2494.0,100.6,7.0,0.0,10.25
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,Diesel,Manual,First,66035,2011,12,22.07,1199.0,73.9,5.0,0.0,2.49
Toyota Etios G,Pune,Petrol,Manual,Second,190000,2015,8,16.78,1496.0,88.73,5.0,0.0,3.85
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,Diesel,Manual,First,85670,2014,9,22.7,1498.0,89.84,5.0,0.0,6.25
Hyundai Grand i10 CRDi Magna,Hyderabad,Diesel,Manual,First,35000,2015,8,24.0,1120.0,70.0,5.0,0.0,4.88
Honda City i VTEC CVT SV,Mumbai,Petrol,Automatic,First,8000,2016,7,18.0,1497.0,117.3,5.0,0.0,9.45
Toyota Innova 2.5 G3,Hyderabad,Diesel,Manual,Second,162000,2007,16,12.8,2494.0,102.0,8.0,0.0,4.8
Hyundai EON Era Plus,Kolkata,Petrol,Manual,First,60000,2012,11,21.1,814.0,55.2,5.0,0.0,1.99
Hyundai i10 Magna 1.2,Hyderabad,Petrol,Manual,First,70600,2010,13,20.36,1197.0,78.9,5.0,0.0,2.8
Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Bangalore,Petrol,Automatic,Second,25000,2011,12,12.3,1796.0,185.0,5.0,0.0,22.0
Mahindra Bolero SLE,Hyderabad,Diesel,Manual,First,75000,2012,11,15.96,2523.0,62.1,7.0,10.32,4.3
Skoda Laura Ambition 2.0 TDI CR AT,Coimbatore,Diesel,Automatic,First,85071,2014,9,20.0,1968.0,138.1,5.0,0.0,9.75
Maruti Swift ZXI,Ahmedabad,Petrol,Manual,First,40000,2015,8,20.4,1197.0,81.8,5.0,0.0,5.9
Audi A4 2.0 TDI,Delhi,Diesel,Automatic,First,67000,2013,10,16.55,1968.0,147.51,5.0,0.0,14.5
Ford Fiesta 1.4 SXi TDCi ABS,Hyderabad,Diesel,Manual,Second,55000,2009,14,17.8,1399.0,68.0,5.0,0.0,2.4
Maruti SX4 Vxi BSIII,Mumbai,Petrol,Manual,Second,62000,2008,15,15.0,1586.0,104.68,5.0,0.0,2.11
Hyundai Grand i10 AT Asta,Coimbatore,Petrol,Automatic,First,22526,2017,6,18.9,1197.0,82.0,5.0,0.0,7.6
Maruti Ritz AT,Hyderabad,Petrol,Automatic,First,57788,2012,11,17.16,1197.0,85.8,5.0,0.0,3.6
Mahindra Scorpio 2.6 CRDe,Jaipur,Diesel,Manual,First,72000,2013,10,10.5,2179.0,120.0,8.0,0.0,6.0
Mahindra Scorpio S4 7 Seater,Mumbai,Diesel,Manual,First,83128,2014,9,15.4,2179.0,120.0,7.0,0.0,7.45
Maruti Alto LXi,Chennai,Petrol,Manual,First,75000,2011,12,19.7,796.0,46.3,5.0,0.0,2.1
Renault Duster 110PS Diesel RxZ,Ahmedabad,Diesel,Manual,Second,58000,2013,10,19.01,1461.0,108.45,5.0,0.0,5.2
Maruti Ignis 1.2 Alpha,Mumbai,Petrol,Manual,First,1000,2017,6,20.89,1197.0,81.8,5.0,7.87,6.36
Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,Diesel,Manual,First,59751,2015,8,12.99,2494.0,100.6,7.0,0.0,11.62
BMW 7 Series 730Ld Eminence,Kochi,Diesel,Automatic,Second,29966,2015,8,16.77,2993.0,261.49,5.0,140.0,43.6
Hyundai Sonata Embera 2.0L CRDi MT,Kolkata,Diesel,Manual,Second,65000,2009,14,13.6,1991.0,142.0,5.0,0.0,4.9
Renault Duster Adventure Edition,Kochi,Diesel,Manual,First,75863,2015,8,19.01,1461.0,108.45,5.0,0.0,6.7
Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,Diesel,Automatic,First,24000,2014,9,17.11,1968.0,174.33,5.0,0.0,25.0
Jeep Compass 2.0 Longitude,Coimbatore,Diesel,Manual,First,33218,2018,5,17.1,1956.0,170.0,5.0,22.46,19.05
Hyundai Verna 1.4 VTVT,Kolkata,Petrol,Manual,First,33425,2015,8,17.43,1396.0,105.5,5.0,0.0,4.5
Honda Amaze VX i-Vtech,Pune,Petrol,Manual,First,47000,2013,10,18.0,1198.0,86.7,5.0,0.0,4.15
Hyundai Creta 1.6 CRDi SX Option,Chennai,Diesel,Manual,First,41000,2015,8,19.67,1582.0,126.2,5.0,0.0,11.9
Hyundai i10 Magna 1.1,Delhi,Petrol,Manual,First,62000,2011,12,19.81,1086.0,68.05,5.0,0.0,2.1
Mahindra TUV 300 T8,Delhi,Diesel,Manual,First,47035,2016,7,18.49,1493.0,100.0,7.0,0.0,6.95
Maruti Swift Dzire VXi,Pune,Petrol,Manual,Second,56230,2008,15,17.5,1298.0,85.8,5.0,0.0,2.4
Hyundai Accent GLE 1,Chennai,Petrol,Manual,First,55000,2007,16,13.2,1495.0,94.0,5.0,0.0,2.65
Mahindra XUV500 W8 2WD,Jaipur,Diesel,Manual,First,70669,2014,9,15.1,2179.0,140.0,7.0,0.0,9.0
Maruti Alto K10 2010-2014 VXI,Pune,Petrol,Manual,First,69000,2012,11,20.92,998.0,67.1,5.0,0.0,2.1
Chevrolet Beat LT,Pune,Petrol,Manual,Second,65000,2011,12,18.6,1199.0,79.4,5.0,0.0,2.5
Audi A6 2.7 TDI,Mumbai,Diesel,Automatic,First,30000,2009,14,12.4,2698.0,179.5,5.0,0.0,8.95
Mini Cooper 5 DOOR D,Hyderabad,Diesel,Automatic,First,2000,2017,6,20.7,1496.0,113.98,5.0,42.48,34.0
Tata Zest Revotron 1.2T XMS,Chennai,Petrol,Manual,First,40000,2015,8,17.57,1193.0,88.7,5.0,7.69,4.0
Honda City i DTEC SV,Kolkata,Diesel,Manual,First,40000,2014,9,26.0,1498.0,98.6,5.0,0.0,4.45
Chevrolet Beat LT,Jaipur,Petrol,Manual,First,26000,2010,13,18.6,1199.0,79.4,5.0,0.0,1.5
Audi A4 2.0 TDI Multitronic,Jaipur,Diesel,Automatic,Second,105000,2011,12,16.55,1968.0,140.0,5.0,0.0,14.5
Ford Aspire Titanium Plus Diesel,Kolkata,Diesel,Manual,First,2800,2015,8,26.1,1498.0,99.0,5.0,9.4,8.41
Hyundai Verna SX CRDi AT,Mumbai,Diesel,Automatic,Second,71000,2014,9,19.08,1582.0,126.32,5.0,0.0,5.45
Honda City i VTEC CVT VX,Mumbai,Petrol,Automatic,First,32896,2015,8,18.0,1497.0,117.3,5.0,0.0,8.9
Hyundai i10 Sportz 1.2,Hyderabad,Petrol,Manual,First,45000,2012,11,20.36,1197.0,78.9,5.0,0.0,3.65
BMW X3 xDrive20d Expedition,Bangalore,Diesel,Automatic,Second,65000,2015,8,18.56,1995.0,190.0,5.0,0.0,29.0
Audi A4 2.0 TDI,Mumbai,Diesel,Automatic,First,45200,2013,10,16.55,1968.0,147.51,5.0,0.0,13.5
Honda CR-V 2.4 AT,Hyderabad,Petrol,Automatic,First,82167,2008,15,10.1,2354.0,152.0,5.0,0.0,5.4
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,Petrol,Manual,First,37429,2016,7,18.9,1197.0,81.86,5.0,8.1,5.89
Maruti Ciaz ZDi Plus SHVS,Hyderabad,Diesel,Manual,First,46000,2016,7,28.09,1248.0,88.5,5.0,0.0,8.45
Honda City i-VTEC V,Delhi,Petrol,Manual,First,67031,2011,12,17.4,1497.0,117.3,5.0,11.85,4.0
BMW 6 Series 640d Coupe,Mumbai,Diesel,Automatic,First,30000,2013,10,9.52,2993.0,313.0,4.0,0.0,45.0
Maruti Celerio VXI AMT,Mumbai,Petrol,Automatic,First,47691,2016,7,23.1,998.0,67.04,5.0,6.08,3.94
Renault Koleos 2.0 Diesel,Jaipur,Diesel,Automatic,Second,32531,2011,12,13.73,1995.0,148.0,5.0,0.0,8.0
Ford Figo Diesel ZXI,Hyderabad,Diesel,Manual,First,71336,2013,10,20.0,1399.0,68.0,5.0,0.0,4.1
Toyota Innova 2.5 V Diesel 7-seater,Chennai,Diesel,Manual,First,196000,2006,17,12.8,2494.0,102.0,7.0,0.0,6.25
Maruti Dzire VDI,Kolkata,Diesel,Manual,First,28193,2015,8,28.4,1248.0,73.75,5.0,8.36,5.25
Mercedes-Benz SLC 43 AMG,Coimbatore,Petrol,Automatic,First,2526,2019,4,19.0,2996.0,362.07,2.0,106.0,83.96
Mercedes-Benz E-Class E 220 d,Hyderabad,Diesel,Automatic,First,85000,2013,10,16.1,1950.0,194.0,5.0,71.15,21.0
Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,Petrol,Manual,First,20780,2015,8,18.9,1197.0,81.86,5.0,6.82,4.3
Honda Mobilio S i VTEC,Mumbai,Petrol,Manual,First,43081,2014,9,17.3,1497.0,117.3,7.0,0.0,5.25
Porsche Cayenne Turbo S,Mumbai,Petrol,Automatic,Second,35000,2010,13,11.9,4806.0,550.0,5.0,0.0,32.0
Mahindra Quanto C8,Kolkata,Diesel,Manual,First,36000,2013,10,17.21,1493.0,100.0,7.0,0.0,3.9
Toyota Corolla H5,Mumbai,Petrol,Manual,Third,67000,2007,16,13.4,1794.0,125.0,5.0,0.0,2.2
Mahindra KUV 100 mFALCON D75 K4,Mumbai,Diesel,Manual,First,34079,2016,7,25.32,1198.0,77.0,6.0,0.0,3.7
BMW 3 Series 2005-2011 325i Sedan,Coimbatore,Petrol,Automatic,Second,77849,2010,13,10.9,2497.0,215.0,5.0,0.0,11.27
Maruti Alto 800 LXI,Jaipur,Petrol,Manual,First,86000,2013,10,22.74,796.0,47.3,5.0,0.0,2.41
Audi Q3 35 TDI Quattro Premium,Pune,Diesel,Automatic,First,110000,2015,8,15.73,1968.0,174.33,5.0,0.0,19.0
Toyota Etios GD,Hyderabad,Diesel,Manual,Second,116000,2015,8,23.59,1364.0,67.05,5.0,0.0,5.8
Mahindra XUV500 W8 2WD,Coimbatore,Diesel,Manual,First,41840,2016,7,15.1,2179.0,140.0,7.0,0.0,13.52
Toyota Fortuner 4x2 MT TRD Sportivo,Hyderabad,Diesel,Manual,First,19317,2015,8,13.0,2982.0,168.7,7.0,0.0,24.5
Mercedes-Benz GLE 250d,Kochi,Diesel,Automatic,First,25601,2017,6,17.9,2143.0,201.15,5.0,78.76,56.73
Hyundai Creta 1.6 CRDi SX,Jaipur,Diesel,Manual,First,83950,2015,8,19.67,1582.0,126.2,5.0,0.0,9.95
Honda City 1.5 V AT,Pune,Petrol,Automatic,First,60000,2012,11,16.8,1497.0,118.0,5.0,0.0,5.5
Audi A4 35 TDI Premium,Hyderabad,Diesel,Automatic,First,50000,2015,8,17.11,1968.0,174.33,5.0,0.0,25.0
Maruti Zen VXI,Kolkata,Petrol,Manual,First,37000,2009,14,17.3,993.0,60.0,5.0,0.0,1.0
Maruti Alto LXi,Hyderabad,Petrol,Manual,Second,76976,2011,12,19.7,796.0,46.3,5.0,0.0,2.15
Maruti Baleno Delta Automatic,Kochi,Petrol,Automatic,First,21684,2018,5,21.4,1197.0,83.1,5.0,0.0,7.89
Mahindra XUV500 W10 2WD,Delhi,Diesel,Manual,First,62000,2015,8,16.0,2179.0,140.0,7.0,0.0,10.25
Ford Freestyle Titanium Petrol,Mumbai,Petrol,Manual,First,1261,2007,16,19.0,1194.0,94.68,5.0,8.12,6.0
Hyundai Elite i20 Asta Option,Coimbatore,Petrol,Manual,First,59450,2017,6,18.6,1197.0,81.86,5.0,9.78,7.53
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,Diesel,Automatic,First,24465,2018,5,19.27,2143.0,167.62,5.0,0.0,39.45
Honda City i VTEC SV,Delhi,Petrol,Manual,First,55000,2014,9,17.8,1497.0,117.3,5.0,0.0,5.84
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,Petrol,Manual,First,2000,2017,6,18.88,1499.0,110.4,5.0,0.0,8.65
Maruti Baleno Alpha 1.2,Kochi,Petrol,Manual,First,25040,2017,6,21.4,1197.0,83.1,5.0,0.0,7.74
Hyundai i10 Sportz,Bangalore,Petrol,Manual,First,84000,2008,15,20.36,1197.0,78.9,5.0,0.0,2.5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,Diesel,Manual,Second,170428,2007,16,12.8,2494.0,102.0,8.0,0.0,5.7
Maruti Baleno Delta,Mumbai,Petrol,Manual,First,12573,2016,7,21.4,1197.0,83.1,5.0,7.36,5.8
Audi Q7 3.0 TDI Quattro Technology,Hyderabad,Diesel,Automatic,First,88000,2012,11,12.07,2967.0,241.4,7.0,0.0,36.5
Hyundai Santa Fe 2WD AT,Delhi,Diesel,Automatic,Second,86000,2012,11,13.01,2199.0,194.3,7.0,0.0,9.5
Honda City 1.5 V MT Exclusive,Mumbai,Petrol,Manual,First,45000,2013,10,17.0,1497.0,118.0,5.0,0.0,4.55
Hyundai i20 1.4 CRDi Magna,Jaipur,Diesel,Manual,First,51000,2012,11,21.9,1396.0,90.0,5.0,0.0,3.9
Mahindra Bolero SLE BSIII,Pune,Diesel,Manual,First,92000,2007,16,13.6,2523.0,63.0,7.0,0.0,2.7
Toyota Fortuner 2.8 2WD AT,Pune,Diesel,Automatic,First,29000,2017,6,12.9,2755.0,174.5,7.0,38.11,31.0
BMW 3 Series 2005-2011 325i Sedan,Bangalore,Petrol,Automatic,Second,70521,2009,14,10.9,2497.0,215.0,5.0,0.0,10.3
BMW 3 Series 320d Sedan,Kolkata,Diesel,Automatic,First,51000,2010,13,16.07,1995.0,181.0,5.0,0.0,7.75
Maruti Wagon R LXI,Hyderabad,Petrol,Manual,First,52618,2012,11,18.9,998.0,67.1,5.0,0.0,3.2
Maruti Ertiga ZDI,Delhi,Diesel,Manual,First,68000,2013,10,25.47,1248.0,88.5,7.0,11.75,4.85
Land Rover Range Rover Evoque 2.0 TD4 Pure,Kochi,Diesel,Automatic,Second,29022,2016,7,15.68,1999.0,177.0,5.0,0.0,34.08
Maruti Ertiga SHVS VDI,Chennai,Diesel,Manual,First,80000,2017,6,24.52,1248.0,88.5,7.0,0.0,8.1
Tata Indigo CS eVX,Chennai,Diesel,Manual,Second,78000,2016,7,25.0,1396.0,69.01,5.0,0.0,2.35
Maruti Alto K10 LXI,Pune,Petrol,Manual,First,100000,2012,11,20.92,998.0,67.1,5.0,0.0,1.8
Hyundai EON D Lite Plus,Coimbatore,Petrol,Manual,First,31412,2015,8,21.1,814.0,55.2,5.0,0.0,3.42
Ford Endeavour 3.0L 4X4 AT,Mumbai,Diesel,Automatic,Second,78000,2010,13,11.4,2953.0,153.86,7.0,0.0,5.34
Ford Endeavour 2.2 Titanium AT 4X2,Hyderabad,Diesel,Automatic,First,14000,2018,5,12.62,2198.0,158.0,7.0,0.0,31.99
Volkswagen Vento Diesel Highline,Bangalore,Diesel,Manual,First,80000,2011,12,20.54,1598.0,103.6,5.0,0.0,4.75
Maruti Ciaz AT ZXi,Mumbai,Petrol,Automatic,First,46738,2014,9,19.12,1373.0,91.1,5.0,0.0,6.1
Hyundai EON D Lite Plus,Coimbatore,Petrol,Manual,Second,54884,2013,10,21.1,814.0,55.2,5.0,0.0,3.69
Audi Q5 2.0 TDI Premium Plus,Delhi,Diesel,Automatic,Second,74500,2012,11,14.16,1968.0,174.3,5.0,0.0,15.0
Mahindra XUV500 W10 AWD,Coimbatore,Diesel,Manual,First,67472,2016,7,16.0,2179.0,140.0,7.0,0.0,14.5
Maruti Swift VDI,Hyderabad,Diesel,Manual,First,84000,2013,10,28.4,1248.0,74.0,5.0,8.44,5.65
Maruti Ritz VDi,Kolkata,Diesel,Manual,First,77400,2011,12,21.1,1248.0,73.9,5.0,0.0,2.5
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Mumbai,Diesel,Automatic,First,14470,2017,6,19.71,2143.0,201.15,5.0,0.0,38.5
Renault Duster 110PS Diesel RxZ,Kolkata,Diesel,Manual,First,52108,2014,9,19.01,1461.0,108.45,5.0,0.0,5.49
Maruti Swift Dzire VXI,Kolkata,Petrol,Manual,First,40000,2013,10,19.1,1197.0,85.8,5.0,0.0,3.55
Toyota Innova 2.5 VX (Diesel) 7 Seater,Jaipur,Diesel,Manual,First,105044,2014,9,12.99,2494.0,100.6,7.0,0.0,10.75
Hyundai Creta 1.6 SX Option,Delhi,Petrol,Manual,First,24347,2016,7,15.8,1591.0,121.3,5.0,16.06,11.0
Maruti SX4 ZDI,Ahmedabad,Diesel,Manual,First,58000,2014,9,21.79,1248.0,88.73,5.0,0.0,4.5
Mahindra XUV500 W8 2WD,Kochi,Diesel,Manual,First,49663,2014,9,15.1,2179.0,140.0,7.0,0.0,8.42
Honda City i-VTEC CVT VX,Mumbai,Petrol,Automatic,First,17000,2017,6,18.0,1497.0,117.3,5.0,15.29,11.6
Jaguar XF 2.2 Litre Luxury,Kochi,Diesel,Automatic,First,13418,2016,7,16.36,2179.0,187.7,5.0,0.0,33.63
Ford Fiesta 1.4 SXi TDCi ABS,Pune,Diesel,Manual,Third,117080,2008,15,17.8,1399.0,68.0,5.0,0.0,2.25
BMW 5 Series 523i Sedan,Mumbai,Petrol,Automatic,First,74000,2010,13,10.8,2497.0,150.0,5.0,0.0,12.95
Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,Diesel,Automatic,First,66882,2014,9,17.68,1968.0,174.33,5.0,0.0,25.02
Honda Brio 1.2 VX MT,Kochi,Petrol,Manual,First,41460,2014,9,18.5,1198.0,86.8,5.0,6.63,3.95
Honda City 1.5 V AT,Mumbai,Petrol,Automatic,First,57000,2011,12,16.8,1497.0,118.0,5.0,0.0,4.4
Volkswagen Polo Petrol Comfortline 1.2L,Bangalore,Petrol,Manual,Third,34010,2015,8,16.47,1198.0,73.9,5.0,0.0,4.95
Mahindra Scorpio SLE BSIII,Pune,Diesel,Manual,Second,96813,2010,13,12.05,2179.0,120.0,8.0,0.0,5.5
Honda City V MT,Mumbai,Petrol,Manual,First,84000,2011,12,16.8,1497.0,116.3,5.0,0.0,3.25
Skoda Rapid 1.6 MPI Elegance,Kochi,Petrol,Manual,First,50004,2013,10,15.0,1598.0,103.5,5.0,0.0,4.02
Mahindra XUV500 W6 2WD,Coimbatore,Diesel,Manual,First,67995,2016,7,16.0,2179.0,140.0,7.0,0.0,11.73
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Chennai,Diesel,Manual,First,55000,2012,11,15.0,1896.0,105.0,5.0,0.0,9.5
Maruti Baleno Alpha Automatic,Hyderabad,Petrol,Automatic,First,14900,2017,6,21.4,1197.0,83.1,5.0,0.0,8.6
Honda Amaze EX i-Dtech,Jaipur,Diesel,Manual,First,70961,2013,10,25.8,1498.0,98.6,5.0,0.0,4.0
Volkswagen Vento 1.6 Highline,Mumbai,Petrol,Manual,First,40194,2015,8,15.04,1598.0,103.2,5.0,0.0,5.55
Maruti Alto 800 LXI,Hyderabad,Petrol,Manual,First,96000,2015,8,22.74,796.0,47.3,5.0,0.0,2.5
Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,Diesel,Automatic,First,35000,2017,6,18.0,2993.0,255.0,7.0,127.0,41.6
Honda City i VTEC CVT VX,Delhi,Petrol,Automatic,First,50000,2015,8,18.0,1497.0,117.3,5.0,0.0,7.41
Nissan Terrano XL 110 PS,Mumbai,Diesel,Manual,First,50000,2014,9,19.01,1461.0,108.5,5.0,0.0,6.5
Maruti Alto LXi,Mumbai,Petrol,Manual,First,26299,2008,15,19.7,796.0,46.3,5.0,0.0,1.2
Toyota Fortuner 2.8 4WD MT,Bangalore,Diesel,Manual,First,150386,2015,8,14.24,2755.0,174.5,7.0,39.6,23.0
