Car,Location,ODO,Year,Age,Mileage,Engine,Power,Seats,CP,SP,Fuel_Diesel,Fuel_Petrol,Transmission_Automatic,Transmission_Manual,Owner_First,Owner_Fourth & Above,Owner_Second,Owner_Third
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kochi,77395,2014,9,17.11,1968.0,174.33,5.0,0.0,14.35,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda City i-VTEC CVT VX,Kochi,22974,2018,5,18.0,1497.0,117.3,5.0,15.55,11.97,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Toyota Fortuner 2.8 2WD MT,Ahmedabad,65012,2015,8,14.24,2755.0,174.5,7.0,32.45,18.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 Sportz,Ahmedabad,17125,2017,6,18.9,1197.0,82.0,5.0,0.0,5.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Eeco 7 Seater Standard,Hyderabad,90413,2015,8,15.1,1196.0,73.0,7.0,4.83,2.95,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo Petrol Highline 1.2L,Bangalore,37000,2013,10,16.47,1198.0,73.9,5.0,0.0,5.1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Wagon R LXI Minor,Jaipur,65000,2006,17,18.9,1061.0,67.0,5.0,0.0,1.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City 1.5 V MT,Bangalore,66000,2011,12,17.0,1497.0,118.0,5.0,0.0,4.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Civic 2010-2013 1.8 S MT,Mumbai,86000,2010,13,14.8,1799.0,130.2,5.0,0.0,2.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City 1.5 EXI,Pune,98437,2005,18,13.0,1493.0,100.0,5.0,0.0,1.15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 1.2 Magna,Kolkata,18000,2010,13,18.5,1197.0,80.0,5.0,0.0,2.3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,35070,2018,5,24.0,1120.0,70.0,5.0,0.0,5.99,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Vento Petrol Highline AT,Pune,42000,2011,12,14.4,1598.0,103.6,5.0,0.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Hyundai i10 Sportz 1.2,Kolkata,40000,2009,14,20.36,1197.0,78.9,5.0,0.0,1.7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 Asta,Kolkata,43000,2009,14,17.0,1197.0,80.0,5.0,0.0,1.99,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Chevrolet Beat LS,Pune,65000,2012,11,18.6,1199.0,79.4,5.0,0.0,2.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,74000,2013,10,22.07,1199.0,73.9,5.0,0.0,4.85,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Figo Petrol LXI,Hyderabad,51192,2010,13,15.6,1196.0,70.0,5.0,0.0,2.65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi TT 2.0 TFSI,Kochi,14262,2014,9,9.9,1984.0,207.8,2.0,0.0,27.35,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda City i DTEC VX,Jaipur,66339,2015,8,25.1,1498.0,98.6,5.0,0.0,6.9,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Ford Figo Diesel Titanium,Hyderabad,90200,2013,10,20.0,1399.0,68.05,5.0,0.0,3.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Innova 2.5 ZX Diesel 7 Seater,Delhi,57854,2015,8,12.99,2494.0,100.6,7.0,0.0,12.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ciaz 1.4 AT Alpha,Delhi,32000,2017,6,19.12,1373.0,91.1,5.0,0.0,9.2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 AT Asta,Mumbai,29631,2015,8,18.9,1197.0,82.0,5.0,0.0,4.9,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Kochi,54173,2014,9,18.88,999.0,123.24,5.0,0.0,5.55,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Skoda Octavia Ambition 1.8 TSI AT,Ahmedabad,50000,2014,9,14.7,1798.0,177.6,5.0,0.0,13.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Fiat Linea Emotion (Diesel),Kolkata,145000,2010,13,20.4,1248.0,91.7,5.0,0.0,2.6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Lxi BSIII,Jaipur,78000,2015,8,16.1,1298.0,88.2,5.0,0.0,4.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Land Rover Discovery 4 TDV6 SE,Delhi,65000,2013,10,11.8,2993.0,180.0,7.0,0.0,34.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,120000,2012,11,12.8,2494.0,102.0,7.0,0.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift LDI,Mumbai,14000,2015,8,28.4,1248.0,74.0,5.0,7.13,5.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,57456,2014,9,17.68,1968.0,174.33,5.0,0.0,21.56,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
BMW 5 Series 520d Luxury Line,Coimbatore,44450,2012,11,22.48,1995.0,190.0,5.0,71.82,24.68,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i20 Magna Optional 1.2,Delhi,63777,2013,10,18.5,1197.0,82.9,5.0,0.0,3.67,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW X1 M Sport sDrive 20d,Mumbai,31000,2016,7,17.05,1995.0,190.0,5.0,50.97,29.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Toyota Etios G,Delhi,60000,2012,11,17.6,1496.0,88.73,5.0,0.0,3.1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Indigo LX,Ahmedabad,78008,2015,8,17.0,1405.0,70.0,5.0,0.0,2.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,33000,2014,9,0.0,2987.0,165.0,5.0,0.0,43.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Volkswagen Beetle 2.0,Mumbai,27078,2009,14,10.98,1984.0,114.4,4.0,0.0,15.95,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Volkswagen Polo GT TDI,Hyderabad,57275,2011,12,19.7,1598.0,103.6,5.0,0.0,4.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 CRDi Magna,Delhi,45000,2014,9,24.0,1120.0,70.0,5.0,0.0,3.49,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift VDI BSIV,Delhi,57319,2014,9,25.2,1248.0,74.0,5.0,0.0,4.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Verna CRDi 1.4 E,Chennai,121097,2008,15,24.0,1396.0,88.76,5.0,10.73,1.9,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
BMW 5 Series 2003-2012 525d,Mumbai,89000,2011,12,16.73,1995.0,218.0,5.0,0.0,16.57,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda City 1.5 S MT,Bangalore,72000,2012,11,17.0,1497.0,118.0,5.0,0.0,5.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi A4 2.0 TDI,Delhi,36000,2013,10,16.55,1968.0,147.51,5.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Fiat Linea Classic Plus 1.3 Multijet,Jaipur,86000,2013,10,19.5,1248.0,75.0,5.0,9.5,2.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Honda City 1.3 EXI,Ahmedabad,85000,2002,21,13.0,1343.0,90.0,5.0,0.0,1.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 3 Series 320d Luxury Line,Kochi,37613,2013,10,22.69,1995.0,190.0,5.0,52.46,13.95,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Ford Fiesta 1.4 Duratec EXI,Chennai,100000,2007,16,16.6,1388.0,68.0,5.0,0.0,1.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Nano XTA,Coimbatore,5240,2016,7,21.9,624.0,37.48,4.0,0.0,3.6,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Ignis 1.2 Delta,Coimbatore,16862,2019,4,20.89,1197.0,81.8,5.0,6.07,6.06,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire ZXi,Coimbatore,59254,2013,10,17.5,1298.0,85.8,5.0,0.0,5.29,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,60000,2014,9,22.7,1498.0,89.84,5.0,0.0,5.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire VXI,Coimbatore,47674,2014,9,19.1,1197.0,85.8,5.0,0.0,5.72,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Sportz AT,Kochi,61517,2014,9,16.95,1197.0,78.9,5.0,0.0,4.39,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Mahindra XUV500 W6 2WD,Coimbatore,62946,2016,7,15.1,2179.0,140.0,7.0,0.0,11.05,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 Magna 1.4 CRDi,Delhi,66823,2015,8,22.54,1396.0,88.73,5.0,0.0,4.83,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Hyundai i20 Asta 1.4 CRDi,Chennai,107000,2012,11,21.27,1396.0,88.76,5.0,0.0,4.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
BMW 7 Series 730Ld,Mumbai,55000,2011,12,16.46,2993.0,258.0,5.0,0.0,19.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Skoda Rapid 1.6 MPI AT Style Plus,Mumbai,24000,2017,6,14.3,1598.0,103.52,5.0,0.0,8.75,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Audi Q7 45 TDI Quattro Technology,Mumbai,20002,2016,7,14.75,2967.0,245.0,7.0,104.0,67.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda City i VTEC VX,Kochi,54317,2016,7,17.4,1497.0,117.3,5.0,0.0,8.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Xcent 1.2 Kappa SX,Mumbai,10200,2016,7,19.1,1197.0,82.0,5.0,0.0,4.99,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City i DTec E,Coimbatore,24337,2016,7,26.0,1498.0,98.6,5.0,0.0,8.18,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Brio S Option MT,Pune,79000,2012,11,18.4,1198.0,86.8,5.0,0.0,2.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ciaz ZDi Plus SHVS,Jaipur,40500,2015,8,28.09,1248.0,88.5,5.0,0.0,7.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire VDI Optional,Pune,23000,2016,7,26.59,1248.0,74.0,5.0,0.0,7.05,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda CR-V 2.4L 4WD AT,Pune,63050,2015,8,11.1,2354.0,158.8,5.0,0.0,17.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,78000,2008,15,14.53,1794.0,138.1,5.0,0.0,3.41,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Honda City 1.5 V MT,Coimbatore,66245,2012,11,17.0,1497.0,118.0,5.0,0.0,5.68,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra Scorpio LX BS IV,Bangalore,74112,2007,16,12.05,2179.0,120.0,9.0,0.0,4.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Skoda Laura 1.8 TSI Ambiente,Delhi,87670,2011,12,13.4,1798.0,157.8,5.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 3 Series 320d Sport Line,Hyderabad,10000,2015,8,18.88,1995.0,184.0,5.0,0.0,30.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti SX4 Zxi BSIII,Chennai,62493,2007,16,15.0,1586.0,104.68,5.0,0.0,1.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ciaz VXi Plus,Kochi,44620,2015,8,20.73,1373.0,91.1,5.0,0.0,6.93,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Bangalore,66538,2012,11,10.2,4367.0,308.0,7.0,0.0,70.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,60000,2013,10,12.99,2494.0,100.0,7.0,0.0,7.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Santro Xing GL,Kochi,20842,2011,12,0.0,1086.0,62.0,5.0,0.0,2.78,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Santa Fe 4WD AT,Chennai,110000,2014,9,13.01,2199.0,194.3,7.0,0.0,14.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,45000,2011,12,11.74,1796.0,186.0,5.0,0.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Maruti Alto LXi,Coimbatore,49008,2012,11,19.7,796.0,46.3,5.0,0.0,2.88,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Alto 800 2016-2019 LXI,Kolkata,31000,2016,7,24.7,796.0,47.3,5.0,0.0,2.15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Nissan Sunny 2011-2014 XV,Pune,8000,2013,10,16.95,1498.0,97.7,5.0,0.0,3.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Alto 800 2016-2019 VXI,Mumbai,171,2019,4,24.7,796.0,47.3,5.0,0.0,3.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Alto K10 VXI,Kolkata,2100,2018,5,24.07,998.0,67.1,5.0,4.33,3.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,20667,2018,5,18.9,1197.0,81.86,5.0,8.63,7.55,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda Mobilio S i DTEC,Kolkata,50000,2015,8,24.2,1498.0,98.6,7.0,0.0,4.7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Manza Aqua Quadrajet,Jaipur,100030,2010,13,18.8,1248.0,90.0,5.0,0.0,1.6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Chevrolet Optra Magnum 2.0 LT,Pune,75372,2011,12,16.52,1991.0,123.7,5.0,0.0,3.34,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City i VTEC CVT VX,Kochi,60475,2016,7,18.0,1497.0,117.3,5.0,0.0,9.1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,18453,2019,4,18.9,1197.0,81.86,5.0,6.68,6.17,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Verna CRDi 1.6 SX,Hyderabad,96578,2008,15,22.0,1582.0,126.2,5.0,14.07,2.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Nissan Micra XL,Kolkata,31001,2016,7,18.44,1198.0,75.0,5.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Verna 1.6 SX,Jaipur,65900,2012,11,22.32,1582.0,126.32,5.0,0.0,5.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Creta 1.6 VTVT E Plus,Bangalore,26246,2017,6,15.29,1591.0,121.3,5.0,0.0,10.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Wagon R VXI BS IV,Jaipur,62700,2013,10,20.51,998.0,67.04,5.0,0.0,2.85,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Honda Accord 2.4 Elegance A/T,Chennai,90000,2008,15,10.2,2354.0,180.0,5.0,0.0,6.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda City 1.5 S AT,Bangalore,36000,2016,7,16.8,1497.0,118.0,5.0,0.0,9.45,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Baleno Alpha 1.3,Delhi,46000,2016,7,27.39,1248.0,74.0,5.0,0.0,6.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City i DTec V,Coimbatore,73003,2017,6,26.0,1498.0,98.6,5.0,0.0,7.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 Era 1.4 CRDi,Kochi,46566,2014,9,22.54,1396.0,88.76,5.0,0.0,4.4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,41493,2015,8,13.0,2987.0,265.0,5.0,0.0,42.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Nissan Terrano XV 110 PS,Kochi,103788,2014,9,19.01,1461.0,108.5,5.0,0.0,5.67,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault Duster 110PS Diesel RxZ AMT,Bangalore,45000,2016,7,19.6,1461.0,108.45,5.0,15.05,11.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Wagon R LXI Minor,Pune,120000,2009,14,18.9,998.0,67.1,5.0,0.0,1.69,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Getz 1.5 CRDi GVS,Jaipur,97359,2009,14,17.1,1493.0,110.0,5.0,0.0,1.8,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Maruti Ritz LXi,Mumbai,62000,2016,7,18.5,1197.0,85.8,5.0,0.0,3.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 5 Series 520d Sport Line,Kochi,18373,2019,4,22.48,1995.0,187.74,5.0,0.0,45.86,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Volkswagen Polo 1.2 MPI Highline,Hyderabad,60453,2016,7,16.47,1198.0,74.0,5.0,0.0,5.1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Figo Petrol ZXI,Mumbai,69009,2010,13,15.6,1196.0,70.0,5.0,0.0,2.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
BMW 3 Series 320d Luxury Line,Hyderabad,30000,2013,10,18.88,1995.0,184.0,5.0,0.0,22.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Verna 1.6 SX CRDi (O),Delhi,70707,2012,11,22.32,1582.0,126.32,5.0,0.0,4.28,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault Duster 85PS Diesel RxL,Coimbatore,64677,2015,8,20.45,1461.0,83.8,5.0,0.0,5.67,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,3000,2018,5,18.9,1197.0,81.86,5.0,7.98,6.2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
BMW X1 sDrive20d,Bangalore,49000,2013,10,17.05,1995.0,184.0,5.0,0.0,14.49,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Maruti Ritz VDi,Pune,71000,2010,13,21.1,1248.0,73.9,5.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Era 1.1 iTech SE,Jaipur,52000,2010,13,19.81,1086.0,68.05,5.0,0.0,2.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,35659,2016,7,15.97,2993.0,258.0,7.0,0.0,43.78,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda City V MT Exclusive,Kochi,5377,2019,4,16.8,1497.0,116.3,5.0,0.0,11.45,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra Ssangyong Rexton RX7,Delhi,65000,2014,9,11.18,2696.0,184.0,7.0,0.0,10.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,92708,2015,8,22.7,1498.0,89.84,5.0,0.0,7.48,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Alto LXi,Coimbatore,48105,2010,13,19.7,796.0,46.3,5.0,0.0,3.1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo 1.2 MPI Highline,Mumbai,46759,2011,12,16.47,1198.0,74.0,5.0,0.0,2.55,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo Diesel Comfortline 1.2L,Jaipur,62000,2013,10,22.07,1199.0,73.9,5.0,0.0,3.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo Diesel Highline 1.2L,Kolkata,35175,2012,11,22.07,1199.0,73.9,5.0,0.0,2.59,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ertiga ZDI,Kolkata,70000,2013,10,20.77,1248.0,88.8,7.0,0.0,5.45,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford EcoSport 1.5 TDCi Ambiente,Kolkata,30000,2017,6,22.77,1498.0,98.59,5.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Innova Crysta 2.8 ZX AT,Kolkata,66618,2016,7,11.36,2755.0,171.5,7.0,24.82,15.49,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
BMW 5 Series 523i Sedan,Mumbai,69300,2010,13,10.8,2497.0,150.0,5.0,0.0,12.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Maruti Swift Dzire Tour LDI,Kolkata,148000,2017,6,23.4,1248.0,74.0,5.0,0.0,4.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,22000,2017,6,18.88,999.0,123.24,5.0,0.0,7.85,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Verna CRDi SX,Ahmedabad,75000,2013,10,16.8,1493.0,110.0,5.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Zest Revotron 1.2T XM,Mumbai,43706,2016,7,17.57,1193.0,88.7,5.0,7.63,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi A7 2011-2015 3.0 TDI Quattro,Mumbai,42000,2011,12,14.4,2967.0,241.4,5.0,0.0,28.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tata Indica Vista Quadrajet VX,Pune,65000,2012,11,22.3,1248.0,74.0,5.0,0.0,2.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire VDI,Delhi,76128,2015,8,26.59,1248.0,74.0,5.0,0.0,5.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Fiat Linea Emotion,Kolkata,39852,2010,13,16.0,1368.0,90.0,5.0,0.0,1.59,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 1.2 Spotz,Mumbai,18673,2017,6,18.6,1197.0,81.83,5.0,0.0,6.22,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai EON Era Plus,Kolkata,11583,2016,7,21.1,814.0,55.2,5.0,0.0,2.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz GLA Class 200 CDI SPORT,Pune,50000,2017,6,17.9,2143.0,136.0,5.0,0.0,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Celerio VXI,Delhi,77000,2014,9,23.1,998.0,67.04,5.0,0.0,2.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Chevrolet Beat LT,Mumbai,54890,2014,9,17.8,1199.0,76.8,5.0,0.0,2.45,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Honda Jazz 1.2 V AT i VTEC Privilege,Pune,21000,2016,7,19.0,1199.0,88.7,5.0,0.0,6.35,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
BMW 3 Series 320d Highline,Mumbai,58557,2009,14,16.07,1995.0,181.0,5.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Renault Duster 110PS Diesel RxL,Bangalore,70000,2014,9,19.01,1461.0,108.45,5.0,0.0,8.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Figo 2015-2019 1.5P Titanium AT,Mumbai,16000,2017,6,17.01,1499.0,110.4,5.0,0.0,5.95,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Toyota Innova Crysta 2.4 VX MT,Kochi,8899,2018,5,13.68,2393.0,147.8,7.0,22.86,19.92,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Chevrolet Beat Diesel LS,Kochi,83629,2016,7,25.44,936.0,56.3,5.0,0.0,3.15,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo GTI,Chennai,35059,2014,9,17.21,1798.0,189.0,4.0,0.0,5.75,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Ford Endeavour 3.2 Trend AT 4X4,Kochi,30552,2018,5,10.91,3198.0,197.2,7.0,0.0,32.44,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Verna 1.6 SX CRDI (O) AT,Kochi,44875,2016,7,22.32,1582.0,126.32,5.0,0.0,8.01,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,25095,2017,6,18.16,1196.0,86.8,5.0,0.0,6.48,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti 800 AC,Jaipur,59000,2007,16,16.1,796.0,37.0,4.0,0.0,0.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City i DTEC V,Kolkata,36000,2014,9,26.0,1498.0,98.6,5.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra XUV500 W8 2WD,Mumbai,37000,2012,11,16.0,2179.0,140.0,7.0,0.0,7.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
